OrderNumber;Sales Channel;OrderDate;ShipDate;DeliveryDate;CurrencyCode;_SalesTeamID;salesteam name;_StoreID;StateName;statecode;household income;population;City Name;_ProductID;Order Quantity;Discount Applied;Unit Price;Unit Cost
SO - 0006815;Distributor;03/08/2020;22/08/2020;01/09/2020;USD;23;Douglas Tucker;42;California;CA;74460;201.899;Huntington Beach;35;6;5%;3.557,70;1.600,97
SO - 0006816;Distributor;03/08/2020;23/08/2020;31/08/2020;USD;23;Douglas Tucker;213;Michigan;MI;47179;117.070;Ann Arbor;18;7;5%;261,30;125,42
SO - 0006817;Online;03/08/2020;25/08/2020;01/09/2020;USD;16;Anthony Berry;99;Colorado;CO;63159;152.597;Lakewood;3;3;5%;5.460,50;2.839,46
SO - 0006818;Online;03/08/2020;29/08/2020;03/09/2020;USD;20;Anthony Torres;320;Texas;TX;45452;154.407;Frisco;21;4;10%;261,30;154,17
SO - 0006819;In-Store;03/08/2020;14/08/2020;15/08/2020;USD;1;Adam Hernandez;91;Colorado;CO;124031;359.407;Aurora;20;6;20%;1.762,10;792,95
SO - 0006820;In-Store;04/08/2020;24/08/2020;03/09/2020;USD;5;Stephen Payne;3;Alabama;AL;76170;194.288;Mobile;40;3;7,5%;1.145,70;515,57
SO - 0006821;Distributor;04/08/2020;10/08/2020;14/08/2020;USD;25;Patrick Graham;276;New York;NY;523690;1.455.444;The Bronx;20;4;10%;2.720,20;2.176,16
SO - 0006822;Distributor;04/08/2020;28/08/2020;05/09/2020;USD;24;Roy Rice;142;Georgia;GA;72760;200.579;Columbus;18;2;20%;4.020,00;2.613,00
SO - 0006823;Online;04/08/2020;21/08/2020;27/08/2020;USD;16;Anthony Berry;23;California;CA;34512;104.180;Clovis;42;2;10%;1.085,40;911,74
SO - 0006824;Distributor;04/08/2020;11/08/2020;13/08/2020;USD;25;Patrick Graham;271;New York;NY;34566;135.257;Ramapo;47;3;7,5%;2.358,40;1.108,45
SO - 0006825;Distributor;04/08/2020;29/08/2020;08/09/2020;USD;24;Roy Rice;103;Connecticut;CT;50367;147.629;Bridgeport;32;1;5%;2.398,60;1.199,30
SO - 0006826;Wholesale;04/08/2020;12/08/2020;13/08/2020;USD;26;Donald Reynolds;328;Texas;TX;90433;249.042;Lubbock;38;7;15%;3.986,50;2.152,71
SO - 0006827;Distributor;04/08/2020;06/08/2020;16/08/2020;USD;20;Anthony Torres;187;Indiana;IN;58240;157.105;North;15;4;7,5%;2.860,90;1.773,76
SO - 0006828;In-Store;04/08/2020;27/08/2020;30/08/2020;USD;8;George Lewis;272;New York;NY;85741;209.802;Rochester;38;1;7,5%;3.819,00;2.253,21
SO - 0006829;In-Store;04/08/2020;28/08/2020;04/09/2020;USD;7;Shawn Cook;188;Indiana;IN;44154;113.236;Perry;8;7;10%;1.835,80;972,97
SO - 0006830;In-Store;04/08/2020;19/08/2020;29/08/2020;USD;1;Adam Hernandez;271;New York;NY;34566;135.257;Ramapo;35;4;40%;1.045,20;804,80
SO - 0006831;Distributor;05/08/2020;31/08/2020;08/09/2020;USD;21;Samuel Fowler;229;North Carolina;NC;56034;159.769;Cary;24;6;7,5%;1.105,50;563,81
SO - 0006832;Online;05/08/2020;08/08/2020;10/08/2020;USD;18;Shawn Wallace;257;Nevada;NV;60366;187.647;Sunrise Manor;22;4;10%;3.912,80;2.856,34
SO - 0006833;In-Store;05/08/2020;15/08/2020;16/08/2020;USD;5;Stephen Payne;350;Virginia;VA;98441;220.173;Arlington;34;7;7,5%;2.613,00;2.142,66
SO - 0006834;Online;05/08/2020;21/08/2020;31/08/2020;USD;16;Anthony Berry;256;Nevada;NV;70748;183.937;Spring Valley;38;4;5%;3.859,20;2.431,30
SO - 0006835;Online;05/08/2020;25/08/2020;28/08/2020;USD;16;Anthony Berry;48;California;CA;1342761;3.971.883;Los Angeles;19;6;15%;3.973,10;2.661,98
SO - 0006836;In-Store;06/08/2020;15/08/2020;17/08/2020;USD;7;Shawn Cook;103;Connecticut;CT;50367;147.629;Bridgeport;35;8;30%;3.879,30;2.521,55
SO - 0006837;Online;06/08/2020;31/08/2020;06/09/2020;USD;16;Anthony Berry;64;California;CA;91267;322.424;Riverside;11;2;5%;187,60;75,04
SO - 0006838;In-Store;06/08/2020;03/09/2020;12/09/2020;USD;4;Chris Armstrong;143;Georgia;GA;57025;153.515;Macon;16;6;5%;2.525,90;2.020,72
SO - 0006839;Online;06/08/2020;28/08/2020;03/09/2020;USD;18;Shawn Wallace;88;California;CA;30451;100.890;Vista;37;3;5%;1.876,00;1.575,84
SO - 0006840;Online;06/08/2020;11/08/2020;17/08/2020;USD;19;Nicholas Cunningham;237;North Carolina;NC;93267;241.218;Winston-Salem;39;6;7,5%;2.606,30;1.329,21
SO - 0006841;In-Store;06/08/2020;20/08/2020;27/08/2020;USD;12;Carl Nguyen;91;Colorado;CO;124031;359.407;Aurora;29;4;7,5%;3.819,00;2.864,25
SO - 0006842;Online;06/08/2020;19/08/2020;29/08/2020;USD;14;Paul Holmes;332;Texas;TX;43214;132.950;Midland;34;6;5%;6.103,70;3.051,85
SO - 0006843;In-Store;06/08/2020;14/08/2020;17/08/2020;USD;6;Joshua Bennett;274;New York;NY;156341;474.558;Staten Island;18;3;10%;3.932,90;2.084,44
SO - 0006844;Online;07/08/2020;23/08/2020;01/09/2020;USD;14;Paul Holmes;82;California;CA;32835;112.011;Temecula;5;6;10%;984,90;610,64
SO - 0006845;Distributor;07/08/2020;15/08/2020;21/08/2020;USD;25;Patrick Graham;169;Illinois;IL;42938;114.057;Palatine (Township);41;2;10%;1.313,20;840,45
SO - 0006846;Online;07/08/2020;25/08/2020;27/08/2020;USD;18;Shawn Wallace;254;Nevada;NV;88401;223.182;Paradise;43;1;7,5%;1.085,40;770,63
SO - 0006847;Online;07/08/2020;17/08/2020;27/08/2020;USD;13;Todd Roberts;132;Florida;FL;41422;107.762;Pompano Beach;3;3;15%;2.988,20;2.390,56
SO - 0006848;Wholesale;07/08/2020;01/09/2020;09/09/2020;USD;27;Shawn Torres;262;New York;NY;110549;258.071;Buffalo;23;4;7,5%;790,60;672,01
SO - 0006849;Distributor;07/08/2020;19/08/2020;20/08/2020;USD;25;Patrick Graham;97;Colorado;CO;33774;100.883;Greeley;27;5;5%;2.458,90;1.549,11
SO - 0006850;In-Store;07/08/2020;23/08/2020;26/08/2020;USD;9;Joshua Ryan;261;New York;NY;880727;2.636.735;Brooklyn;16;8;10%;1.695,10;1.203,52
SO - 0006851;In-Store;07/08/2020;16/08/2020;19/08/2020;USD;11;Joshua Little;96;Colorado;CO;58918;161.175;Fort Collins;19;3;7,5%;6.425,30;3.662,42
SO - 0006852;In-Store;07/08/2020;28/08/2020;05/09/2020;USD;8;George Lewis;134;Florida;FL;39038;100.270;Spring Hill;42;2;5%;837,50;477,38
SO - 0006853;Distributor;08/08/2020;10/08/2020;16/08/2020;USD;25;Patrick Graham;175;Illinois;IL;49006;132.162;Schaumburg (Township);21;1;7,5%;3.912,80;3.325,88
SO - 0006854;Distributor;08/08/2020;11/08/2020;15/08/2020;USD;24;Roy Rice;300;South Dakota;SD;65538;171.544;Sioux Falls;44;6;15%;2.405,30;1.395,07
SO - 0006855;Online;08/08/2020;15/08/2020;21/08/2020;USD;17;Frank Brown;352;Virginia;VA;52940;136.454;Hampton;19;1;5%;958,10;814,39
SO - 0006856;Online;08/08/2020;11/08/2020;13/08/2020;USD;19;Nicholas Cunningham;178;Illinois;IL;59425;155.286;Wheeling (Township);37;2;20%;991,60;644,54
SO - 0006857;Distributor;08/08/2020;01/09/2020;09/09/2020;USD;24;Roy Rice;272;New York;NY;85741;209.802;Rochester;10;2;10%;5.494,00;4.010,62
SO - 0006858;Distributor;08/08/2020;02/09/2020;08/09/2020;USD;23;Douglas Tucker;146;Hawaii;HI;127177;352.769;Honolulu;22;5;7,5%;911,20;628,73
SO - 0006859;Online;08/08/2020;16/08/2020;21/08/2020;USD;12;Carl Nguyen;125;Florida;FL;31831;106.747;Lehigh Acres;27;8;10%;3.872,60;1.665,22
SO - 0006860;In-Store;09/08/2020;06/09/2020;15/09/2020;USD;5;Stephen Payne;76;California;CA;59247;182.371;Santa Clarita;15;6;7,5%;2.613,00;2.221,05
SO - 0006861;Online;09/08/2020;26/08/2020;01/09/2020;USD;15;Roger Alexander;81;California;CA;55094;151.754;Sunnyvale;40;4;5%;3.678,30;2.427,68
SO - 0006862;Online;09/08/2020;26/08/2020;28/08/2020;USD;14;Paul Holmes;100;Colorado;CO;43249;109.412;Pueblo;6;2;5%;1.273,00;1.069,32
SO - 0006863;In-Store;09/08/2020;30/08/2020;06/09/2020;USD;11;Joshua Little;8;Arizona;AZ;79152;240.126;Glendale;4;4;10%;944,70;755,76
SO - 0006864;In-Store;09/08/2020;26/08/2020;01/09/2020;USD;10;Jonathan Hawkins;184;Indiana;IN;102273;260.326;Fort Wayne;19;8;7,5%;3.999,90;2.519,94
SO - 0006865;Wholesale;09/08/2020;03/09/2020;09/09/2020;USD;28;Carlos Miller;206;Massachusetts;MA;256294;667.137;Boston;41;3;5%;2.438,80;1.365,73
SO - 0006866;In-Store;09/08/2020;24/08/2020;30/08/2020;USD;8;George Lewis;302;Tennessee;TN;51776;149.176;Clarksville;19;3;5%;261,30;209,04
SO - 0006867;Distributor;10/08/2020;23/08/2020;27/08/2020;USD;22;Joe Price;336;Texas;TX;103937;283.558;Plano;20;6;5%;3.899,40;2.573,60
SO - 0006868;Online;10/08/2020;28/08/2020;01/09/2020;USD;13;Todd Roberts;166;Illinois;IL;50073;147.100;Naperville;11;5;10%;1.092,10;546,05
SO - 0006869;In-Store;10/08/2020;23/08/2020;02/09/2020;USD;12;Carl Nguyen;31;California;CA;49316;166.913;Elk Grove;4;1;7,5%;5.299,70;2.172,88
SO - 0006871;Online;11/08/2020;23/08/2020;25/08/2020;USD;14;Paul Holmes;20;California;CA;41361;105.319;Burbank;4;8;5%;1.132,30;690,70
SO - 0006872;Online;11/08/2020;28/08/2020;07/09/2020;USD;18;Shawn Wallace;278;Ohio;OH;83684;197.542;Akron;44;2;7,5%;2.291,40;1.718,55
SO - 0006873;Wholesale;11/08/2020;15/08/2020;21/08/2020;USD;28;Carlos Miller;91;Colorado;CO;124031;359.407;Aurora;15;2;7,5%;978,20;430,41
SO - 0006874;In-Store;11/08/2020;19/08/2020;25/08/2020;USD;7;Shawn Cook;336;Texas;TX;103937;283.558;Plano;22;7;7,5%;2.693,40;1.912,31
SO - 0006875;In-Store;11/08/2020;02/09/2020;04/09/2020;USD;10;Jonathan Hawkins;250;Nevada;NV;43699;124.564;Enterprise;24;5;5%;783,90;509,54
SO - 0006876;Online;11/08/2020;16/08/2020;22/08/2020;USD;19;Nicholas Cunningham;186;Indiana;IN;48011;123.397;Lawrence (Township);28;2;10%;891,10;623,77
SO - 0006877;In-Store;11/08/2020;24/08/2020;25/08/2020;USD;11;Joshua Little;127;Florida;FL;31003;113.187;Miami Gardens;34;5;15%;2.278,00;1.116,22
SO - 0006878;In-Store;11/08/2020;19/08/2020;29/08/2020;USD;2;Keith Griffin;304;Tennessee;TN;249775;655.770;Memphis;19;7;10%;2.733,60;1.448,81
SO - 0006879;In-Store;11/08/2020;02/09/2020;08/09/2020;USD;9;Joshua Ryan;210;Massachusetts;MA;68576;184.815;Worcester;25;6;30%;797,30;422,57
SO - 0006880;Online;11/08/2020;01/09/2020;09/09/2020;USD;18;Shawn Wallace;72;California;CA;314297;1.026.908;San Jose;17;1;10%;1.105,50;497,48
SO - 0006881;Wholesale;12/08/2020;26/08/2020;30/08/2020;USD;28;Carlos Miller;169;Illinois;IL;42938;114.057;Palatine (Township);4;2;7,5%;1.259,60;516,44
SO - 0006882;Distributor;12/08/2020;18/08/2020;20/08/2020;USD;25;Patrick Graham;70;California;CA;485091;1.394.928;San Diego;25;6;5%;1.018,40;570,30
SO - 0006883;In-Store;12/08/2020;04/09/2020;08/09/2020;USD;7;Shawn Cook;223;Missouri;MO;48313;117.255;Independence;36;4;5%;1.246,20;834,95
SO - 0005295;Online;08/02/2020;25/02/2020;01/03/2020;USD;15;Roger Alexander;69;California;CA;41029;109.708;San Buenaventura (Ventura);1;6;15%;3.477,30;2.677,52
SO - 0006885;Wholesale;12/08/2020;01/09/2020;07/09/2020;USD;27;Shawn Torres;247;New Jersey;NJ;33375;102.105;Woodbridge (Township);21;3;10%;3.155,70;1.988,09
SO - 0006886;Wholesale;12/08/2020;28/08/2020;05/09/2020;USD;25;Patrick Graham;29;California;CA;31400;127.610;East Los Angeles;36;7;10%;1.125,60;585,31
SO - 0006887;Online;12/08/2020;24/08/2020;30/08/2020;USD;20;Anthony Torres;223;Missouri;MO;48313;117.255;Independence;17;2;20%;1.072,00;493,12
SO - 0006888;Online;12/08/2020;04/09/2020;05/09/2020;USD;14;Paul Holmes;79;California;CA;41972;126.788;Simi Valley;26;8;15%;247,90;185,93
SO - 0006889;In-Store;12/08/2020;07/09/2020;16/09/2020;USD;1;Adam Hernandez;186;Indiana;IN;48011;123.397;Lawrence (Township);2;6;15%;2.505,80;1.077,49
SO - 0006890;Online;12/08/2020;16/08/2020;18/08/2020;USD;13;Todd Roberts;88;California;CA;30451;100.890;Vista;21;6;10%;1.092,10;775,39
SO - 0006891;In-Store;12/08/2020;09/09/2020;18/09/2020;USD;3;Jerry Green;153;Illinois;IL;40097;113.024;Bloomingdale (Township);4;7;5%;3.999,90;2.999,93
SO - 0006892;Online;12/08/2020;31/08/2020;01/09/2020;USD;13;Todd Roberts;70;California;CA;485091;1.394.928;San Diego;12;5;5%;1.038,50;633,49
SO - 0006893;Distributor;13/08/2020;01/09/2020;07/09/2020;USD;24;Roy Rice;232;North Carolina;NC;78439;201.963;Fayetteville;21;6;10%;3.852,50;2.311,50
SO - 0006894;In-Store;13/08/2020;02/09/2020;12/09/2020;USD;1;Adam Hernandez;352;Virginia;VA;52940;136.454;Hampton;46;2;5%;1.018,40;661,96
SO - 0006895;In-Store;13/08/2020;31/08/2020;04/09/2020;USD;6;Joshua Bennett;79;California;CA;41972;126.788;Simi Valley;28;5;7,5%;234,50;140,70
SO - 0006896;Distributor;13/08/2020;22/08/2020;01/09/2020;USD;25;Patrick Graham;63;California;CA;36973;109.708;Richmond;38;5;10%;998,30;778,67
SO - 0006897;Online;13/08/2020;21/08/2020;30/08/2020;USD;17;Frank Brown;303;Tennessee;TN;81073;185.291;Knoxville;43;3;7,5%;2.613,00;1.541,67
SO - 0006898;Distributor;13/08/2020;10/09/2020;13/09/2020;USD;25;Patrick Graham;83;California;CA;45912;129.339;Thousand Oaks;28;7;40%;5.212,60;3.283,94
SO - 0006899;Online;13/08/2020;08/09/2020;16/09/2020;USD;18;Shawn Wallace;39;California;CA;46998;175.393;Garden Grove;41;2;20%;1.159,10;498,41
SO - 0006900;Wholesale;13/08/2020;16/08/2020;25/08/2020;USD;27;Shawn Torres;238;North Dakota;ND;49962;118.523;Fargo;35;2;10%;884,40;619,08
SO - 0006901;Online;14/08/2020;11/09/2020;13/09/2020;USD;16;Anthony Berry;62;California;CA;25199;103.132;Rialto;3;1;5%;3.242,80;1.426,83
SO - 0006902;Online;14/08/2020;10/09/2020;16/09/2020;USD;17;Frank Brown;41;California;CA;46713;158.289;Hayward;27;5;10%;1.005,00;592,95
SO - 0006903;Distributor;14/08/2020;18/08/2020;28/08/2020;USD;23;Douglas Tucker;350;Virginia;VA;98441;220.173;Arlington;3;1;7,5%;917,90;743,50
SO - 0006904;Online;14/08/2020;26/08/2020;03/09/2020;USD;13;Todd Roberts;317;Texas;TX;43745;131.044;Denton;11;4;20%;5.480,60;4.110,45
SO - 0006905;In-Store;14/08/2020;19/08/2020;27/08/2020;USD;8;George Lewis;185;Indiana;IN;316037;862.781;Indianapolis;34;1;7,5%;1.996,60;938,40
SO - 0006906;In-Store;14/08/2020;22/08/2020;25/08/2020;USD;7;Shawn Cook;148;Iowa;IA;41100;102.582;Davenport;18;1;30%;5.152,30;2.524,63
SO - 0006907;In-Store;14/08/2020;04/09/2020;06/09/2020;USD;3;Jerry Green;161;Illinois;IL;46895;147.861;Joliet;20;5;7,5%;850,90;714,76
SO - 0006908;In-Store;14/08/2020;30/08/2020;09/09/2020;USD;9;Joshua Ryan;211;Maryland;MD;242268;621.849;Baltimore;45;1;10%;2.485,70;1.715,13
SO - 0006909;Online;14/08/2020;01/09/2020;10/09/2020;USD;20;Anthony Torres;48;California;CA;1342761;3.971.883;Los Angeles;8;4;7,5%;167,50;112,23
SO - 0006910;In-Store;14/08/2020;07/09/2020;13/09/2020;USD;8;George Lewis;187;Indiana;IN;58240;157.105;North;18;1;5%;1.005,00;824,10
SO - 0006911;In-Store;15/08/2020;18/08/2020;28/08/2020;USD;7;Shawn Cook;150;Idaho;ID;86916;218.281;Boise City;33;1;20%;3.899,40;3.119,52
SO - 0006912;Online;15/08/2020;23/08/2020;31/08/2020;USD;12;Carl Nguyen;21;California;CA;42791;113.453;Carlsbad;18;2;15%;3.999,90;3.359,92
SO - 0006913;Distributor;15/08/2020;01/09/2020;09/09/2020;USD;25;Patrick Graham;282;Ohio;OH;57316;140.599;Dayton;16;4;7,5%;1.869,30;1.271,12
SO - 0006914;In-Store;15/08/2020;27/08/2020;31/08/2020;USD;7;Shawn Cook;217;Michigan;MI;49444;132.052;Sterling Heights;32;4;5%;5.540,90;2.438,00
SO - 0006915;Wholesale;15/08/2020;10/09/2020;18/09/2020;USD;26;Donald Reynolds;161;Illinois;IL;46895;147.861;Joliet;25;7;7,5%;201,00;158,79
SO - 0006916;Distributor;15/08/2020;20/08/2020;21/08/2020;USD;24;Roy Rice;143;Georgia;GA;57025;153.515;Macon;6;5;10%;3.088,70;2.223,86
SO - 0006917;Online;15/08/2020;07/09/2020;16/09/2020;USD;17;Frank Brown;275;New York;NY;54781;144.142;Syracuse;34;1;7,5%;1.005,00;723,60
SO - 0006918;Online;15/08/2020;02/09/2020;06/09/2020;USD;12;Carl Nguyen;351;Virginia;VA;81518;235.429;Chesapeake;2;7;5%;1.681,70;924,94
SO - 0006919;Online;15/08/2020;28/08/2020;04/09/2020;USD;19;Nicholas Cunningham;246;New Jersey;NJ;43037;147.754;Paterson;12;1;15%;998,30;838,57
SO - 0006920;Wholesale;16/08/2020;20/08/2020;22/08/2020;USD;28;Carlos Miller;352;Virginia;VA;52940;136.454;Hampton;34;2;40%;1.018,40;488,83
SO - 0006921;In-Store;16/08/2020;24/08/2020;26/08/2020;USD;11;Joshua Little;177;Illinois;IL;62380;169.468;Thornton (Township);46;8;5%;227,80;95,68
SO - 0006922;Distributor;16/08/2020;25/08/2020;02/09/2020;USD;21;Samuel Fowler;255;Nevada;NV;92283;241.445;Reno;20;7;7,5%;261,30;112,36
SO - 0006923;In-Store;16/08/2020;02/09/2020;04/09/2020;USD;1;Adam Hernandez;328;Texas;TX;90433;249.042;Lubbock;43;6;7,5%;3.886,00;2.681,34
SO - 0006924;In-Store;17/08/2020;23/08/2020;30/08/2020;USD;7;Shawn Cook;82;California;CA;32835;112.011;Temecula;26;5;5%;5.802,20;4.177,58
SO - 0006925;Distributor;17/08/2020;23/08/2020;28/08/2020;USD;23;Douglas Tucker;54;California;CA;60493;175.691;Oceanside;13;5;40%;1.279,70;627,05
SO - 0006926;Wholesale;17/08/2020;06/09/2020;13/09/2020;USD;28;Carlos Miller;212;Maryland;MD;39893;102.116;Columbia;19;8;7,5%;2.331,60;1.725,38
SO - 0006927;Wholesale;17/08/2020;30/08/2020;08/09/2020;USD;27;Shawn Torres;315;Texas;TX;114817;324.074;Corpus Christi;27;1;7,5%;5.098,70;3.059,22
SO - 0006928;Distributor;17/08/2020;26/08/2020;31/08/2020;USD;25;Patrick Graham;269;New York;NY;98509;298.768;Oyster Bay;3;1;30%;2.680,00;1.179,20
SO - 0006929;In-Store;17/08/2020;09/09/2020;12/09/2020;USD;2;Keith Griffin;239;Nebraska;NE;107574;277.348;Lincoln;29;3;5%;2.666,60;2.239,94
SO - 0006930;In-Store;17/08/2020;09/09/2020;18/09/2020;USD;7;Shawn Cook;71;California;CA;353287;864.816;San Francisco;4;7;40%;2.592,90;1.089,02
SO - 0006931;In-Store;17/08/2020;26/08/2020;31/08/2020;USD;12;Carl Nguyen;318;Texas;TX;220682;681.124;El Paso;35;6;15%;1.078,70;474,63
SO - 0006932;Wholesale;18/08/2020;10/09/2020;18/09/2020;USD;27;Shawn Torres;147;Iowa;IA;53328;130.405;Cedar Rapids;9;8;5%;6.003,20;4.322,30
SO - 0006933;Online;18/08/2020;07/09/2020;16/09/2020;USD;17;Frank Brown;308;Texas;TX;74769;198.645;Amarillo;21;8;10%;2.458,90;1.524,52
SO - 0006934;Online;18/08/2020;31/08/2020;02/09/2020;USD;18;Shawn Wallace;123;Florida;FL;318575;868.031;Jacksonville;5;1;5%;3.839,10;2.418,63
SO - 0006935;In-Store;18/08/2020;26/08/2020;01/09/2020;USD;10;Jonathan Hawkins;218;Michigan;MI;53493;135.358;Warren;12;7;40%;6.492,30;4.869,23
SO - 0006936;Distributor;18/08/2020;06/09/2020;16/09/2020;USD;23;Douglas Tucker;367;Wisconsin;WI;230807;600.155;Milwaukee;5;8;10%;3.912,80;2.817,22
SO - 0006937;In-Store;18/08/2020;14/09/2020;22/09/2020;USD;7;Shawn Cook;340;Texas;TX;488645;1.469.845;San Antonio;29;3;5%;1.085,40;792,34
SO - 0006938;In-Store;18/08/2020;23/08/2020;24/08/2020;USD;10;Jonathan Hawkins;238;North Dakota;ND;49962;118.523;Fargo;4;3;5%;3.296,40;1.911,91
SO - 0006939;Distributor;18/08/2020;31/08/2020;10/09/2020;USD;21;Samuel Fowler;64;California;CA;91267;322.424;Riverside;8;7;10%;5.661,50;3.623,36
SO - 0006940;Online;18/08/2020;05/09/2020;13/09/2020;USD;16;Anthony Berry;350;Virginia;VA;98441;220.173;Arlington;7;1;30%;964,80;549,94
SO - 0006941;In-Store;19/08/2020;28/08/2020;31/08/2020;USD;11;Joshua Little;83;California;CA;45912;129.339;Thousand Oaks;21;8;7,5%;2.633,10;1.079,57
SO - 0006942;Online;19/08/2020;16/09/2020;19/09/2020;USD;17;Frank Brown;189;Indiana;IN;39448;101.516;South Bend;3;8;7,5%;864,30;630,94
SO - 0006943;Wholesale;19/08/2020;27/08/2020;03/09/2020;USD;28;Carlos Miller;192;Indiana;IN;41596;106.185;Wayne;5;4;5%;2.331,60;1.095,85
SO - 0006944;In-Store;19/08/2020;24/08/2020;26/08/2020;USD;1;Adam Hernandez;121;Florida;FL;69219;237.069;Hialeah;46;4;7,5%;844,20;709,13
SO - 0006945;Online;19/08/2020;08/09/2020;15/09/2020;USD;18;Shawn Wallace;34;California;CA;34623;112.970;Fairfield;8;8;5%;3.993,20;1.677,14
SO - 0006946;In-Store;20/08/2020;14/09/2020;24/09/2020;USD;10;Jonathan Hawkins;71;California;CA;353287;864.816;San Francisco;19;8;10%;268,00;176,88
SO - 0006947;Online;20/08/2020;26/08/2020;27/08/2020;USD;19;Nicholas Cunningham;334;Texas;TX;49256;153.784;Pasadena;36;1;7,5%;6.056,80;2.846,70
SO - 0006948;Online;20/08/2020;25/08/2020;04/09/2020;USD;18;Shawn Wallace;44;California;CA;87235;256.927;Irvine;7;2;5%;1.943,00;1.262,95
SO - 0006949;In-Store;20/08/2020;24/08/2020;30/08/2020;USD;11;Joshua Little;41;California;CA;46713;158.289;Hayward;26;1;15%;1.192,60;954,08
SO - 0006950;Distributor;20/08/2020;25/08/2020;02/09/2020;USD;23;Douglas Tucker;83;California;CA;45912;129.339;Thousand Oaks;43;8;5%;2.539,30;1.879,08
SO - 0006951;In-Store;20/08/2020;03/09/2020;09/09/2020;USD;7;Shawn Cook;295;Pennsylvania;PA;132468;304.391;Pittsburgh;30;5;7,5%;1.782,20;712,88
SO - 0006952;Distributor;20/08/2020;11/09/2020;21/09/2020;USD;24;Roy Rice;274;New York;NY;156341;474.558;Staten Island;32;4;7,5%;1.132,30;566,15
SO - 0006953;Wholesale;20/08/2020;31/08/2020;10/09/2020;USD;27;Shawn Torres;211;Maryland;MD;242268;621.849;Baltimore;36;3;5%;1.005,00;592,95
SO - 0006954;Online;20/08/2020;08/09/2020;16/09/2020;USD;18;Shawn Wallace;18;California;CA;112439;373.640;Bakersfield;2;8;20%;978,20;616,27
SO - 0006955;Online;20/08/2020;16/09/2020;23/09/2020;USD;12;Carl Nguyen;340;Texas;TX;488645;1.469.845;San Antonio;4;2;15%;6.452,10;4.580,99
SO - 0006956;Distributor;21/08/2020;28/08/2020;01/09/2020;USD;22;Joe Price;306;Tennessee;TN;248677;678.889;Nashville;5;7;7,5%;1.943,00;1.360,10
SO - 0006957;Wholesale;21/08/2020;11/09/2020;15/09/2020;USD;25;Patrick Graham;64;California;CA;91267;322.424;Riverside;28;7;7,5%;1.025,10;461,30
SO - 0006958;Distributor;21/08/2020;13/09/2020;15/09/2020;USD;22;Joe Price;335;Texas;TX;34776;108.821;Pearland;28;4;10%;5.829,00;4.196,88
SO - 0006959;In-Store;21/08/2020;14/09/2020;23/09/2020;USD;11;Joshua Little;224;Missouri;MO;195033;475.378;Kansas City;25;3;10%;1.072,00;621,76
SO - 0006960;Wholesale;21/08/2020;30/08/2020;02/09/2020;USD;28;Carlos Miller;82;California;CA;32835;112.011;Temecula;28;7;5%;2.391,90;1.698,25
SO - 0006961;In-Store;21/08/2020;03/09/2020;13/09/2020;USD;10;Jonathan Hawkins;348;Utah;UT;36213;136.208;West Valley City;35;6;7,5%;3.624,70;2.646,03
SO - 0006962;In-Store;21/08/2020;28/08/2020;06/09/2020;USD;8;George Lewis;1;Alabama;AL;89972;212.461;Birmingham;23;8;5%;2.720,20;1.251,29
SO - 0006963;In-Store;21/08/2020;03/09/2020;11/09/2020;USD;12;Carl Nguyen;126;Florida;FL;157347;441.003;Miami;4;7;20%;6.398,50;4.606,92
SO - 0006964;Online;21/08/2020;05/09/2020;13/09/2020;USD;15;Roger Alexander;88;California;CA;30451;100.890;Vista;24;8;10%;1.118,90;604,21
SO - 0006965;In-Store;21/08/2020;27/08/2020;29/08/2020;USD;1;Adam Hernandez;181;Indiana;IN;39770;100.453;Calumet;25;6;20%;207,70;128,77
SO - 0006966;Distributor;21/08/2020;08/09/2020;14/09/2020;USD;22;Joe Price;310;Texas;TX;351195;931.830;Austin;39;4;20%;1.025,10;420,29
SO - 0006967;Wholesale;22/08/2020;19/09/2020;22/09/2020;USD;26;Donald Reynolds;231;North Carolina;NC;100513;257.636;Durham;10;4;15%;5.393,50;3.667,58
SO - 0006968;In-Store;22/08/2020;31/08/2020;08/09/2020;USD;9;Joshua Ryan;72;California;CA;314297;1.026.908;San Jose;47;2;7,5%;3.999,90;3.319,92
SO - 0006969;Wholesale;22/08/2020;14/09/2020;22/09/2020;USD;27;Shawn Torres;154;Illinois;IL;40159;110.683;Bremen;36;3;15%;2.432,10;1.653,83
SO - 0006970;Online;22/08/2020;11/09/2020;12/09/2020;USD;14;Paul Holmes;342;Texas;TX;37644;103.700;Tyler;12;3;5%;3.879,30;3.219,82
SO - 0006971;Online;22/08/2020;29/08/2020;06/09/2020;USD;15;Roger Alexander;17;California;CA;33718;110.542;Antioch;36;1;7,5%;221,10;119,39
SO - 0006394;In-Store;15/06/2020;27/06/2020;05/07/2020;USD;9;Joshua Ryan;72;California;CA;314297;1.026.908;San Jose;1;6;5%;201,00;82,41
SO - 0006973;Wholesale;23/08/2020;25/08/2020;27/08/2020;USD;28;Carlos Miller;14;Arizona;AZ;64810;175.826;Tempe;41;7;7,5%;1.132,30;849,23
SO - 0006974;Online;23/08/2020;12/09/2020;22/09/2020;USD;13;Todd Roberts;228;Montana;MT;44092;110.263;Billings;26;8;10%;201,00;158,79
