Ordernumber,Saleschannel,Orderdate,Shipdate,Deliverydate,Currencycode,Salesteamid,SalesteamName,Storid,Statename,Statecode,Householdincome,Population,Cityname,Productid,Productname,Orderquantity,DiscountApplied,Unitprice,UnitCost,Revenue,Profit,,
SO - 0007610,Online,2020-11-03,2020-11-18,2020-11-19,USD,14,Paul Holmes,283,Ohio,OH,117531,279789,Toledo,24,Wall Frames,1,15%,991.6,436.3,148.74,-287.56,,
SO - 0007498,In-Store,2020-10-23,2020-11-04,2020-11-12,USD,9,Joshua Ryan,347,Utah,UT,31742,111946,West Jordan,5,Bathroom Furniture,7,7.50%,1045.2,836.16,548.73,-287.43,,
SO - 0005043,In-Store,2020-01-09,2020-02-02,2020-02-10,USD,5,Stephen Payne,301,Tennessee,TN,70228,176588,Chattanooga,10,Blankets,4,5%,897.8,466.86,179.56,-287.3,,
SO - 0006400,Distributor,2020-06-16,2020-07-14,2020-07-18,USD,21,Samuel Fowler,141,Georgia,GA,73917,201793,Augusta,32,Vases,7,7.50%,5219.3,3027.19,2740.13,-287.06,,
SO - 0006049,In-Store,2020-05-07,2020-05-30,2020-06-07,USD,8,George Lewis,62,California,CA,25199,103132,Rialto,37,Platters,7,7.50%,911.2,765.41,478.38,-287.03,,
SO - 0006858,Distributor,2020-08-08,2020-09-02,2020-09-08,USD,23,Douglas Tucker,146,Hawaii,HI,127177,352769,Honolulu,22,Wine Storage,5,7.50%,911.2,628.73,341.7,-287.03,,
SO - 0006174,In-Store,2020-05-22,2020-06-17,2020-06-19,USD,10,Jonathan Hawkins,166,Illinois,IL,50073,147100,Naperville,40,Rugs,4,7.50%,1299.8,675.9,389.94,-285.96,,
SO - 0005416,Online,2020-02-20,2020-03-10,2020-03-18,USD,18,Shawn Wallace,113,District of Columbia,DC,273390,672228,Washington,1,Cookware,3,7.50%,1038.5,519.25,233.66,-285.59,,
SO - 0004990,Online,2020-01-04,2020-01-23,2020-01-26,USD,12,Carl Nguyen,26,California,CA,40908,113204,Costa Mesa,25,TV and video,5,10%,1018.4,794.35,509.2,-285.15,,
SO - 0005361,In-Store,2020-02-15,2020-02-19,2020-02-27,USD,4,Chris Armstrong,64,California,CA,91267,322424,Riverside,12,Dining Furniture,3,7.50%,670,435.5,150.75,-284.75,,
SO - 0006157,In-Store,2020-05-19,2020-06-16,2020-06-18,USD,6,Joshua Bennett,257,Nevada,NV,60366,187647,Sunrise Manor,19,Vanities,6,7.50%,5695,2847.5,2562.75,-284.75,,
SO - 0006873,Wholesale,2020-08-11,2020-08-15,2020-08-21,USD,28,Carlos Miller,91,Colorado,CO,124031,359407,Aurora,15,Outdoor Furniture,2,7.50%,978.2,430.41,146.73,-283.68,,
SO - 0005020,In-Store,2020-01-07,2020-01-10,2020-01-15,USD,8,George Lewis,19,California,CA,45917,120972,Berkeley,24,Wall Frames,6,5%,884.4,548.33,265.32,-283.01,,
SO - 0006287,Online,2020-06-01,2020-06-16,2020-06-23,USD,13,Todd Roberts,232,North Carolina,NC,78439,201963,Fayetteville,16,Stemware,2,10%,884.4,459.89,176.88,-283.01,,
SO - 0007011,Online,2020-08-27,2020-08-31,2020-09-04,USD,13,Todd Roberts,151,Illinois,IL,61449,200661,Aurora,33,Outdoor Decor,7,5%,3524.2,1515.41,1233.47,-281.94,,
SO - 0006748,In-Store,2020-07-25,2020-07-31,2020-08-06,USD,6,Joshua Bennett,277,New York,NY,73073,201116,Yonkers,43,Festive,8,7.50%,1125.6,956.76,675.36,-281.4,,
SO - 0007322,In-Store,2020-10-02,2020-10-23,2020-11-01,USD,8,George Lewis,5,Arkansas,AR,79902,197992,Little Rock,34,Bedroom Furniture,7,10%,4020,3095.4,2814,-281.4,,
SO - 0007351,In-Store,2020-10-05,2020-10-18,2020-10-24,USD,10,Jonathan Hawkins,328,Texas,TX,90433,249042,Lubbock,28,Phones,7,5%,1005,633.15,351.75,-281.4,,
SO - 0007735,In-Store,2020-11-17,2020-11-19,2020-11-27,USD,3,Jerry Green,288,Oregon,OR,66093,163460,Eugene,32,Vases,8,5%,938,656.6,375.2,-281.4,,
SO - 0006146,Online,2020-05-18,2020-06-01,2020-06-05,USD,20,Anthony Torres,352,Virginia,VA,52940,136454,Hampton,30,Wall Coverings,2,7.50%,1078.7,442.27,161.81,-280.46,,
SO - 0006461,Wholesale,2020-06-23,2020-07-10,2020-07-15,USD,25,Patrick Graham,138,Florida,FL,41474,106779,West Palm Beach,14,Mirrors,3,5%,1118.9,447.56,167.84,-279.73,,
SO - 0006896,Distributor,2020-08-13,2020-08-22,2020-09-01,USD,25,Patrick Graham,63,California,CA,36973,109708,Richmond,38,Wardrobes,5,10%,998.3,778.67,499.15,-279.52,,
SO - 0006755,Online,2020-07-26,2020-07-29,2020-08-02,USD,19,Nicholas Cunningham,215,Michigan,MI,73026,195097,Grand Rapids,25,TV and video,5,7.50%,1139,706.18,427.13,-279.06,,
SO - 0005096,Wholesale,2020-01-14,2020-01-23,2020-02-01,USD,28,Carlos Miller,325,Texas,TX,46952,140806,Killeen,7,Dinnerware,5,5%,1072,546.72,268,-278.72,,
SO - 0005441,In-Store,2020-02-23,2020-03-05,2020-03-07,USD,1,Adam Hernandez,80,California,CA,92440,305658,Stockton,16,Stemware,1,20%,958.1,469.47,191.62,-277.85,,
SO - 0005038,In-Store,2020-01-09,2020-01-30,2020-02-08,USD,11,Joshua Little,183,Indiana,IN,51271,119943,Evansville,42,Bean Bags,5,10%,1735.3,1145.3,867.65,-277.65,,
SO - 0007227,In-Store,2020-09-21,2020-10-15,2020-10-22,USD,4,Chris Armstrong,229,North Carolina,NC,56034,159769,Cary,36,Clocks,3,15%,1721.9,1050.36,774.86,-275.5,,
SO - 0005225,Online,2020-01-29,2020-02-11,2020-02-18,USD,16,Anthony Berry,345,Utah,UT,32506,115264,Provo,5,Bathroom Furniture,4,15%,3926.2,2630.55,2355.72,-274.83,,
SO - 0005484,Distributor,2020-02-27,2020-03-22,2020-03-26,USD,24,Roy Rice,353,Virginia,VA,69073,182385,Newport News,16,Stemware,4,0.10,3926.2,1845.31,1570.48,-274.83,,
SO - 0005281,Online,2020-02-06,2020-02-12,2020-02-20,USD,13,Todd Roberts,77,California,CA,27365,105093,Santa Maria,17,Furniture Cushions,2,15%,2747,1098.8,824.1,-274.7,,
SO - 0006355,Distributor,2020-06-10,2020-06-21,2020-06-26,USD,24,Roy Rice,45,California,CA,24839,100314,Jurupa Valley,2,Photo Frames,3,0.08,1118.9,525.88,251.75,-274.13,,
SO - 0004984,Wholesale,2020-01-03,2020-01-14,2020-01-16,USD,28,Carlos Miller,103,Connecticut,CT,50367,147629,Bridgeport,5,Bathroom Furniture,5,10%,3906.1,2226.48,1953.05,-273.43,,
SO - 0005260,Online,2020-02-03,2020-02-20,2020-02-23,USD,19,Nicholas Cunningham,261,New York,NY,880727,2636735,Brooklyn,21,Floral,7,5%,2278,1070.66,797.3,-273.36,,
SO - 0007400,In-Store,2020-10-10,2020-10-29,2020-11-02,USD,2,Keith Griffin,332,Texas,TX,43214,132950,Midland,40,Rugs,6,10%,3899.4,2612.6,2339.64,-272.96,,
SO - 0006503,Online,2020-06-28,2020-07-01,2020-07-09,USD,12,Carl Nguyen,121,Florida,FL,69219,237069,Hialeah,3,Table Lamps,3,5%,716.9,379.96,107.54,-272.42,,
SO - 0007597,Distributor,2020-11-01,2020-11-26,2020-12-02,USD,22,Joe Price,316,Texas,TX,477249,1300092,Dallas,2,Photo Frames,8,7.50%,1132.3,951.13,679.38,-271.75,,
SO - 0005401,In-Store,2020-02-19,2020-02-27,2020-03-06,USD,2,Keith Griffin,193,Indiana,IN,52540,142010,Wayne,28,Phones,8,5%,904.5,633.15,361.8,-271.35,,
SO - 0007395,Distributor,2020-10-10,2020-10-29,2020-11-08,USD,21,Samuel Fowler,198,Kansas,KS,150683,389965,Wichita,36,Clocks,7,5%,1085.4,651.24,379.89,-271.35,,
SO - 0007453,In-Store,2020-10-18,2020-11-11,2020-11-18,USD,5,Stephen Payne,96,Colorado,CO,58918,161175,Fort Collins,16,Stemware,5,5%,730.3,452.79,182.58,-270.21,,
SO - 0007505,Distributor,2020-10-23,2020-10-25,2020-11-01,USD,25,Patrick Graham,326,Texas,TX,66308,255473,Laredo,24,Wall Frames,7,7.50%,1011.7,799.24,531.14,-268.1,,
SO - 0005605,Online,2020-03-13,2020-03-18,2020-03-28,USD,16,Anthony Berry,335,Texas,TX,34776,108821,Pearland,44,Pillows,7,5%,837.5,561.13,293.13,-268,,
SO - 0005803,Online,2020-04-06,2020-05-03,2020-05-12,USD,16,Anthony Berry,338,Texas,TX,35580,115997,Round Rock,9,Baseball,4,7.50%,991.6,565.21,297.48,-267.73,,
SO - 0005893,Distributor,2020-04-17,2020-05-10,2020-05-11,USD,23,Douglas Tucker,138,Florida,FL,41474,106779,West Palm Beach,9,Baseball,7,10%,1782.2,1514.87,1247.54,-267.33,,
SO - 0005157,Distributor,2020-01-21,2020-02-02,2020-02-11,USD,25,Patrick Graham,51,California,CA,32685,109830,Murrieta,46,Sculptures,7,5%,3812.3,1601.17,1334.31,-266.86,,
SO - 0006631,In-Store,2020-07-13,2020-07-25,2020-08-01,USD,5,Stephen Payne,303,Tennessee,TN,81073,185291,Knoxville,42,Bean Bags,6,7.50%,2666.6,1466.63,1199.97,-266.66,,
SO - 0005107,Online,2020-01-15,2020-01-19,2020-01-22,USD,20,Anthony Torres,19,California,CA,45917,120972,Berkeley,23,Accessories,3,7.50%,1045.2,501.7,235.17,-266.53,,
SO - 0006813,Online,2020-08-03,2020-08-28,2020-08-30,USD,20,Anthony Torres,27,California,CA,31137,106562,Daly City,15,Outdoor Furniture,5,10%,5326.5,2929.58,2663.25,-266.33,,
SO - 0006360,Distributor,2020-06-11,2020-07-06,2020-07-16,USD,22,Joe Price,154,Illinois,IL,40159,110683,Bremen,46,Sculptures,7,10%,3323.2,2592.1,2326.24,-265.86,,
SO - 0006882,Distributor,2020-08-12,2020-08-18,2020-08-20,USD,25,Patrick Graham,70,California,CA,485091,1394928,San Diego,25,TV and video,6,5%,1018.4,570.3,305.52,-264.78,,
SO - 0007847,Wholesale,2020-11-30,2020-12-09,2020-12-17,USD,27,Shawn Torres,262,New York,NY,110549,258071,Buffalo,21,Floral,6,5%,1058.6,582.23,317.58,-264.65,,
SO - 0007036,Distributor,2020-08-30,2020-09-09,2020-09-19,USD,21,Samuel Fowler,106,Connecticut,CT,45239,124006,Hartford (Town),25,TV and video,1,30%,1889.4,831.34,566.82,-264.52,,
SO - 0006197,Wholesale,2020-05-24,2020-06-04,2020-06-07,USD,26,Donald Reynolds,118,Florida,FL,33707,100882,Davie,43,Festive,1,15%,911.2,400.93,136.68,-264.25,,
SO - 0005422,In-Store,2020-02-21,2020-02-27,2020-03-05,USD,2,Keith Griffin,337,Texas,TX,40020,110815,Richardson,28,Phones,5,7.50%,991.6,634.62,371.85,-262.77,,
SO - 0005771,Online,2020-04-03,2020-04-19,2020-04-21,USD,14,Paul Holmes,182,Indiana,IN,59947,147837,Center,16,Stemware,3,10%,1092.1,589.73,327.63,-262.1,,
SO - 0006472,Online,2020-06-25,2020-07-15,2020-07-23,USD,14,Paul Holmes,132,Florida,FL,41422,107762,Pompano Beach,37,Platters,3,15%,2907.8,1570.21,1308.51,-261.7,,
SO - 0005734,In-Store,2020-03-30,2020-04-25,2020-05-02,USD,3,Jerry Green,76,California,CA,59247,182371,Santa Clarita,28,Phones,3,7.50%,917.9,468.13,206.53,-261.6,,
SO - 0006940,Online,2020-08-18,2020-09-05,2020-09-13,USD,16,Anthony Berry,350,Virginia,VA,98441,220173,Arlington,7,Dinnerware,1,30%,964.8,549.94,289.44,-260.5,,
SO - 0007415,In-Store,2020-10-13,2020-10-26,2020-11-05,USD,10,Jonathan Hawkins,111,Connecticut,CT,40213,108802,Waterbury,43,Festive,5,10%,1132.3,826.58,566.15,-260.43,,
SO - 0006491,In-Store,2020-06-27,2020-06-29,2020-07-04,USD,4,Chris Armstrong,24,California,CA,45409,128667,Concord,41,Collectibles,7,5%,897.8,574.59,314.23,-260.36,,
SO - 0005569,In-Store,2020-03-09,2020-04-04,2020-04-13,USD,11,Joshua Little,183,Indiana,IN,51271,119943,Evansville,13,Bakeware,7,5%,2592.9,1166.81,907.52,-259.29,,
SO - 0007436,Online,2020-10-15,2020-11-11,2020-11-21,USD,15,Roger Alexander,284,Oklahoma,OK,37246,106563,Broken Arrow,23,Accessories,3,15%,1232.8,813.65,554.76,-258.89,,
SO - 0006484,Online,2020-06-26,2020-07-09,2020-07-16,USD,14,Paul Holmes,31,California,CA,49316,166913,Elk Grove,46,Sculptures,8,5%,1721.9,947.05,688.76,-258.29,,
SO - 0006820,In-Store,2020-08-04,2020-08-24,2020-09-03,USD,5,Stephen Payne,3,Alabama,AL,76170,194288,Mobile,40,Rugs,3,7.50%,1145.7,515.57,257.78,-257.78,,
SO - 0005535,In-Store,2020-03-04,2020-03-16,2020-03-17,USD,9,Joshua Ryan,191,Indiana,IN,58263,137215,Washington,3,Table Lamps,4,15%,1118.9,928.69,671.34,-257.35,,
SO - 0007198,In-Store,2020-09-18,2020-10-05,2020-10-11,USD,6,Joshua Bennett,345,Utah,UT,32506,115264,Provo,19,Vanities,4,7.50%,804,498.48,241.2,-257.28,,
SO - 0007774,Distributor,2020-11-21,2020-12-13,2020-12-14,USD,25,Patrick Graham,196,Kansas,KS,74830,186515,Overland Park,40,Rugs,5,10%,2566.1,1539.66,1283.05,-256.61,,
SO - 0008005,Wholesale,2020-12-21,2020-12-27,2020-12-31,USD,26,Donald Reynolds,19,California,CA,45917,120972,Berkeley,21,Floral,8,5%,2847.5,1395.28,1139,-256.28,,
SO - 0006973,Wholesale,2020-08-23,2020-08-25,2020-08-27,USD,28,Carlos Miller,14,Arizona,AZ,64810,175826,Tempe,41,Collectibles,7,7.50%,1132.3,849.23,594.46,-254.77,,
SO - 0007771,In-Store,2020-11-21,2020-11-24,2020-12-03,USD,8,George Lewis,267,New York,NY,3113535,8550405,New York City,34,Bedroom Furniture,5,7.50%,2211,1083.39,829.13,-254.27,,
SO - 0005389,Distributor,2020-02-18,2020-02-22,2020-03-02,USD,22,Joe Price,54,California,CA,60493,175691,Oceanside,6,Computers,5,10%,5065.2,2785.86,2532.6,-253.26,,
SO - 0007820,Online,2020-11-28,2020-12-17,2020-12-27,USD,13,Todd Roberts,190,Indiana,IN,38889,103365,Warren,35,Table Linens,7,5%,837.5,544.38,293.13,-251.25,,
SO - 0005531,In-Store,2020-03-04,2020-03-29,2020-04-04,USD,9,Joshua Ryan,120,Florida,FL,47968,130128,Gainesville,14,Mirrors,4,10%,1132.3,702.03,452.92,-249.11,,
SO - 0005397,Online,2020-02-19,2020-03-03,2020-03-11,USD,19,Nicholas Cunningham,31,California,CA,49316,166913,Elk Grove,18,Basketball,5,7.50%,1989.9,994.95,746.21,-248.74,,
SO - 0006331,Distributor,2020-06-07,2020-06-28,2020-07-02,USD,22,Joe Price,57,California,CA,50815,207254,Oxnard,32,Vases,2,15%,1078.7,571.71,323.61,-248.1,,
SO - 0006856,Online,2020-08-08,2020-08-11,2020-08-13,USD,19,Nicholas Cunningham,178,Illinois,IL,59425,155286,Wheeling (Township),37,Platters,2,20%,991.6,644.54,396.64,-247.9,,
SO - 0006378,Online,2020-06-13,2020-06-21,2020-06-29,USD,20,Anthony Torres,193,Indiana,IN,52540,142010,Wayne,13,Bakeware,4,15%,1768.8,1308.91,1061.28,-247.63,,
SO - 0007276,In-Store,2020-09-26,2020-10-19,2020-10-24,USD,5,Stephen Payne,252,Nevada,NV,215614,623747,Las Vegas,30,Wall Coverings,3,20%,1755.4,1299,1053.24,-245.76,,
SO - 0007335,In-Store,2020-10-03,2020-10-13,2020-10-19,USD,10,Jonathan Hawkins,223,Missouri,MO,48313,117255,Independence,24,Wall Frames,2,20%,1065.3,671.14,426.12,-245.02,,
SO - 0005965,Distributor,2020-04-26,2020-05-03,2020-05-09,USD,21,Samuel Fowler,107,Connecticut,CT,49771,130322,New Haven,24,Wall Frames,8,5%,1748.7,944.3,699.48,-244.82,,
SO - 0006546,Online,2020-07-04,2020-07-24,2020-07-31,USD,15,Roger Alexander,291,Oregon,OR,254167,632309,Portland,43,Festive,3,10%,2438.8,975.52,731.64,-243.88,,
SO - 0005051,Online,2020-01-10,2020-01-13,2020-01-15,USD,12,Carl Nguyen,324,Texas,TX,83649,236607,Irving,31,Candleholders,6,5%,1058.6,561.06,317.58,-243.48,,
SO - 0006660,In-Store,2020-07-16,2020-07-21,2020-07-25,USD,2,Keith Griffin,186,Indiana,IN,48011,123397,Lawrence (Township),10,Blankets,6,7.50%,6083.6,2980.96,2737.62,-243.34,,
SO - 0006318,Online,2020-06-05,2020-06-19,2020-06-24,USD,18,Shawn Wallace,109,Connecticut,CT,46974,128874,Stamford,31,Candleholders,6,7.50%,737,574.86,331.65,-243.21,,
SO - 0006454,In-Store,2020-06-22,2020-07-14,2020-07-16,USD,12,Carl Nguyen,121,Florida,FL,69219,237069,Hialeah,42,Bean Bags,5,5%,1105.5,519.59,276.38,-243.21,,
SO - 0007828,Distributor,2020-11-29,2020-12-19,2020-12-27,USD,22,Joe Price,11,Arizona,AZ,525610,1563025,Phoenix,11,Ornaments,5,15%,3470.6,2845.89,2602.95,-242.94,,
SO - 0005385,Distributor,2020-02-18,2020-02-24,2020-02-28,USD,22,Joe Price,124,Florida,FL,39376,104401,Lakeland,25,TV and video,2,20%,1098.8,681.26,439.52,-241.74,,
SO - 0007974,Online,2020-12-17,2020-12-19,2020-12-26,USD,19,Nicholas Cunningham,282,Ohio,OH,57316,140599,Dayton,44,Pillows,6,5%,730.3,460.09,219.09,-241,,
SO - 0007197,Wholesale,2020-09-18,2020-10-07,2020-10-16,USD,28,Carlos Miller,316,Texas,TX,477249,1300092,Dallas,20,Bar Tools,4,5%,1145.7,469.74,229.14,-240.6,,
SO - 0005769,Online,2020-04-03,2020-04-30,2020-05-05,USD,16,Anthony Berry,279,Ohio,OH,133039,298550,Cincinnati,30,Wall Coverings,6,7.50%,924.6,656.47,416.07,-240.4,,
SO - 0007455,In-Store,2020-10-18,2020-10-27,2020-11-03,USD,6,Joshua Bennett,325,Texas,TX,46952,140806,Killeen,1,Cookware,1,20%,1045.2,449.44,209.04,-240.4,,
SO - 0005887,Distributor,2020-04-17,2020-05-02,2020-05-03,USD,24,Roy Rice,299,South Carolina,SC,37597,108304,North Charleston,30,Wall Coverings,3,0.08,1226.1,514.96,275.87,-239.09,,
SO - 0006256,Distributor,2020-05-30,2020-06-19,2020-06-25,USD,25,Patrick Graham,163,Illinois,IL,39769,112890,Lyons (Township),29,Pendants,8,7.50%,3973.1,2622.25,2383.86,-238.39,,
SO - 0006724,Online,2020-07-23,2020-08-20,2020-08-26,USD,18,Shawn Wallace,64,California,CA,91267,322424,Riverside,8,Cocktail Glasses,8,7.50%,1132.3,917.16,679.38,-237.78,,
SO - 0006871,Online,2020-08-11,2020-08-23,2020-08-25,USD,14,Paul Holmes,20,California,CA,41361,105319,Burbank,4,Serveware,8,5%,1132.3,690.7,452.92,-237.78,,
SO - 0007266,Online,2020-09-25,2020-10-20,2020-10-25,USD,17,Frank Brown,85,California,CA,41216,121253,Vallejo,6,Computers,7,5%,3959.7,1623.48,1385.9,-237.58,,
SO - 0006092,In-Store,2020-05-12,2020-05-15,2020-05-20,USD,6,Joshua Bennett,284,Oklahoma,OK,37246,106563,Broken Arrow,25,TV and video,4,10%,1125.6,686.62,450.24,-236.38,,
SO - 0007134,In-Store,2020-09-12,2020-09-22,2020-09-29,USD,10,Jonathan Hawkins,29,California,CA,31400,127610,East Los Angeles,45,Home Fragrances,5,5%,1125.6,517.78,281.4,-236.38,,
SO - 0007891,In-Store,2020-12-06,2020-12-20,2020-12-27,USD,1,Adam Hernandez,67,California,CA,40892,157380,Salinas,8,Cocktail Glasses,2,15%,904.5,506.52,271.35,-235.17,,
SO - 0005049,Wholesale,2020-01-10,2020-01-23,2020-01-24,USD,25,Patrick Graham,330,Texas,TX,50455,162898,McKinney,16,Stemware,4,15%,3343.3,2240.01,2005.98,-234.03,,
SO - 0006257,Online,2020-05-30,2020-06-26,2020-06-29,USD,13,Todd Roberts,56,California,CA,42680,140992,Orange,20,Bar Tools,4,15%,1112.2,900.88,667.32,-233.56,,
SO - 0007794,Wholesale,2020-11-24,2020-12-09,2020-12-19,USD,28,Carlos Miller,122,Florida,FL,55823,149728,Hollywood,29,Pendants,2,15%,1165.8,582.9,349.74,-233.16,,
SO - 0007579,Wholesale,2020-10-31,2020-11-10,2020-11-19,USD,28,Carlos Miller,21,California,CA,42791,113453,Carlsbad,36,Clocks,6,7.50%,931.3,651.91,419.09,-232.83,,
SO - 0006760,Distributor,2020-07-27,2020-08-10,2020-08-13,USD,22,Joe Price,22,California,CA,78066,265757,Chula Vista,34,Bedroom Furniture,5,7.50%,3095.4,1392.93,1160.78,-232.16,,
SO - 0005546,Online,2020-03-06,2020-03-16,2020-03-19,USD,14,Paul Holmes,304,Tennessee,TN,249775,655770,Memphis,8,Cocktail Glasses,7,5%,1916.2,900.61,670.67,-229.94,,
SO - 0005848,Online,2020-04-11,2020-04-23,2020-04-30,USD,14,Paul Holmes,145,Georgia,GA,52798,145674,Savannah,4,Serveware,6,10%,917.9,780.22,550.74,-229.48,,
SO - 0006999,In-Store,2020-08-25,2020-09-05,2020-09-07,USD,9,Joshua Ryan,264,New York,NY,69000,204398,Huntington,21,Floral,8,7.50%,917.9,780.22,550.74,-229.48,,
SO - 0007411,Wholesale,2020-10-12,2020-10-17,2020-10-21,USD,27,Shawn Torres,90,Colorado,CO,44615,115368,Arvada,14,Mirrors,5,5%,1092.1,502.37,273.03,-229.34,,
SO - 0006671,In-Store,2020-07-17,2020-07-31,2020-08-03,USD,7,Shawn Cook,220,Minnesota,MN,43634,112225,Rochester,47,Audio,4,5%,1145.7,458.28,229.14,-229.14,,
SO - 0007449,Online,2020-10-17,2020-11-02,2020-11-05,USD,16,Anthony Berry,190,Indiana,IN,38889,103365,Warren,27,Wreaths,4,7.50%,1909.5,801.99,572.85,-229.14,,
SO - 0005591,Online,2020-03-11,2020-03-20,2020-03-26,USD,17,Frank Brown,187,Indiana,IN,58240,157105,North,22,Wine Storage,7,7.50%,1065.3,788.32,559.28,-229.04,,
SO - 0007731,Online,2020-11-17,2020-11-29,2020-12-03,USD,20,Anthony Torres,135,Florida,FL,105443,257083,St. Petersburg,16,Stemware,8,5%,951.4,608.9,380.56,-228.34,,
SO - 0006234,In-Store,2020-05-28,2020-06-12,2020-06-14,USD,9,Joshua Ryan,7,Arizona,AZ,73617,247542,Gilbert,6,Computers,7,7.50%,1983.2,1269.25,1041.18,-228.07,,
SO - 0007616,In-Store,2020-11-04,2020-11-21,2020-11-22,USD,12,Carl Nguyen,161,Illinois,IL,46895,147861,Joliet,40,Rugs,2,10%,1139,455.6,227.8,-227.8,,
SO - 0006541,In-Store,2020-07-03,2020-07-05,2020-07-12,USD,10,Jonathan Hawkins,207,Massachusetts,MA,43801,110402,Cambridge,42,Bean Bags,8,5%,1078.7,658.01,431.48,-226.53,,
SO - 0006952,Distributor,2020-08-20,2020-09-11,2020-09-21,USD,24,Roy Rice,274,New York,NY,156341,474558,Staten Island,32,Vases,4,0.08,1132.3,566.15,339.69,-226.46,,
SO - 0005135,In-Store,2020-01-18,2020-01-23,2020-01-30,USD,9,Joshua Ryan,276,New York,NY,523690,1455444,The Bronx,31,Candleholders,3,7.50%,1005,452.25,226.13,-226.13,,
SO - 0007336,Online,2020-10-04,2020-10-22,2020-10-31,USD,15,Roger Alexander,5,Arkansas,AR,79902,197992,Little Rock,43,Festive,7,5%,1125.6,619.08,393.96,-225.12,,
SO - 0005140,In-Store,2020-01-19,2020-02-05,2020-02-15,USD,2,Keith Griffin,51,California,CA,32685,109830,Murrieta,26,Candles,5,5%,1125.6,506.52,281.4,-225.12,,
SO - 0005941,In-Store,2020-04-23,2020-05-13,2020-05-20,USD,1,Adam Hernandez,292,Oregon,OR,57729,164549,Salem,14,Mirrors,5,7.50%,1943,952.07,728.63,-223.45,,
SO - 0005911,In-Store,2020-04-20,2020-04-23,2020-05-02,USD,10,Jonathan Hawkins,142,Georgia,GA,72760,200579,Columbus,44,Pillows,8,5%,1855.9,965.07,742.36,-222.71,,
SO - 0006100,Distributor,2020-05-14,2020-06-11,2020-06-13,USD,21,Samuel Fowler,99,Colorado,CO,63159,152597,Lakewood,18,Basketball,3,10%,1112.2,556.1,333.66,-222.44,,
SO - 0007633,Wholesale,2020-11-06,2020-12-02,2020-12-11,USD,27,Shawn Torres,171,Illinois,IL,43267,104291,Peoria City,47,Audio,7,5%,1005,572.85,351.75,-221.1,,
SO - 0006677,Distributor,2020-07-18,2020-07-21,2020-07-30,USD,21,Samuel Fowler,18,California,CA,112439,373640,Bakersfield,7,Dinnerware,5,10%,958.1,699.41,479.05,-220.36,,
SO - 0005015,In-Store,2020-01-07,2020-01-19,2020-01-22,USD,2,Keith Griffin,351,Virginia,VA,81518,235429,Chesapeake,9,Baseball,4,10%,1688.4,894.85,675.36,-219.49,,
SO - 0005864,In-Store,2020-04-14,2020-04-16,2020-04-19,USD,1,Adam Hernandez,284,Oklahoma,OK,37246,106563,Broken Arrow,7,Dinnerware,3,10%,911.2,492.05,273.36,-218.69,,
SO - 0007148,Online,2020-09-13,2020-10-04,2020-10-07,USD,14,Paul Holmes,153,Illinois,IL,40097,113024,Bloomingdale (Township),16,Stemware,8,7.50%,1983.2,1408.07,1189.92,-218.15,,
SO - 0006206,In-Store,2020-05-25,2020-06-17,2020-06-23,USD,4,Chris Armstrong,247,New Jersey,NJ,33375,102105,Woodbridge (Township),26,Candles,7,7.50%,3343.3,1972.55,1755.23,-217.32,,
SO - 0005246,Distributor,2020-02-01,2020-02-09,2020-02-17,USD,22,Joe Price,187,Indiana,IN,58240,157105,North,14,Mirrors,5,5%,904.5,443.21,226.13,-217.08,,
SO - 0005642,In-Store,2020-03-18,2020-04-12,2020-04-16,USD,1,Adam Hernandez,195,Kansas,KS,45742,134305,Olathe,11,Ornaments,1,40%,1085.4,651.24,434.16,-217.08,,
SO - 0006270,Distributor,2020-05-31,2020-06-11,2020-06-19,USD,21,Samuel Fowler,111,Connecticut,CT,40213,108802,Waterbury,38,Wardrobes,5,5%,1031.8,474.63,257.95,-216.68,,
SO - 0006714,Online,2020-07-21,2020-08-08,2020-08-09,USD,14,Paul Holmes,363,Washington,WA,79026,207948,Tacoma,8,Cocktail Glasses,4,10%,830.8,548.33,332.32,-216.01,,
SO - 0004968,Wholesale,2020-01-01,2020-01-24,2020-01-30,USD,26,Donald Reynolds,231,North Carolina,NC,100513,257636,Durham,46,Sculptures,2,10%,1078.7,431.48,215.74,-215.74,,
SO - 0006405,In-Store,2020-06-17,2020-07-14,2020-07-16,USD,2,Keith Griffin,195,Kansas,KS,45742,134305,Olathe,26,Candles,7,5%,857.6,514.56,300.16,-214.4,,
SO - 0007033,Online,2020-08-30,2020-09-27,2020-10-05,USD,20,Anthony Torres,88,California,CA,30451,100890,Vista,46,Sculptures,5,7.50%,1045.2,606.22,391.95,-214.27,,
SO - 0005468,In-Store,2020-02-25,2020-03-09,2020-03-12,USD,5,Stephen Payne,290,Oregon,OR,35284,102347,Hillsboro,5,Bathroom Furniture,5,5%,1125.6,495.26,281.4,-213.86,,
SO - 0005335,Distributor,2020-02-12,2020-02-14,2020-02-16,USD,21,Samuel Fowler,63,California,CA,36973,109708,Richmond,9,Baseball,6,7.50%,1065.3,692.45,479.39,-213.06,,
